,A375_SKIN,A549_LUNG,HEPG2_LIVER,HT29_LARGE_INTESTINE,MCF7_BREAST,PC3_PROSTATE,YAPC_PANCREAS
ZNF354A,10.94,7.76,1.54,2.82,11.71,9.02,11.05
ATF5,21.35,21.05,20.95,56.07,84.26,43.86,19.54
UBE2V2,65.47,90.07,33.28,61.93,107.11,67.69,74.2
GOT1L1,0,0,0,0,0,0,0
ZBTB43,6.6,2.98,2.46,4.33,4.06,3.05,5.77
CPT1C,4.35,9.61,0.12,0.23,0.86,18.94,6.6
PCSK9,0.06,1.73,63.85,1.27,0.06,4.32,14.11
XPO6,97.32,52.34,55.72,78.62,56.47,34.9,50.4
GSG1L,0,0,0,0,0.74,0,0
MN1,0.1,0.76,0.01,0,0.05,0.09,0.89
APEX2,24.76,18.5,7.35,12.08,13.29,12.18,17.07
NSMCE1,50.77,37.73,39.73,55.3,46.39,27.39,51.16
CCDC126,5.73,6.15,3.22,4.06,3.5,5.01,5.69
IL13,0,0.04,0,0,0.04,0,0
NPIPB12,28.9,13.95,23.13,37.72,25.48,10.85,48.83
OR10G3,0,0,0,0,0,0,0
RAB3B,0.15,6.35,0.4,0.2,0.03,2.36,0.33
OR6F1,0.03,0,0,0,0,0.07,0
CD2BP2,59.32,24.74,24.05,34.2,52.53,15.21,42.74
RSPO1,0,0.02,0,0,0.05,0,0
RGS14,6.46,8.47,12.44,12.5,3.93,9.74,14.1
TBC1D10B,28.88,13.02,23.28,29.19,27.03,13.91,27.31
LMAN2,155.42,150.14,145.43,117.12,379.76,178.48,191.07
GCSAML,0.04,0.01,0.02,0.03,0.02,0,0.01
RAB24,29.51,14.35,19.63,19.38,30.79,18.58,34.2
PRELID1,209.5,205.78,241.39,283.49,270.34,254.41,174.28
THBS3,17.3,3.89,0.43,4.13,8.47,12.14,19.18
CA5B,15.15,1.82,0.56,1.45,3.53,2.52,1.22
SLC50A1,78.55,21.32,14.61,50.71,92.72,66.13,86.82
EFNA1,24.49,19.78,116.03,25.77,15.5,19.4,9.63
CXCL10,0,0,0,0.03,0.02,0.24,0.92
NPIPB3,13.64,7.04,20.98,13.96,26.97,15.3,24.07
SH3TC2,14.81,0.16,0.16,4.05,0.16,5.25,9.87
CXCL11,0.03,0.01,0,0.05,0.01,0.13,0.2
ZRSR2,16.94,7.37,3.79,10.44,13.52,8.17,5.99
NMD3,43.45,53.05,25.82,40.36,135.68,45.73,54.39
ADRB2,2.04,0.62,0.03,0.22,0.01,20.49,6.12
B3GALNT1,0.04,0.31,0.02,0.01,25.13,40.75,31.59
GPRIN1,5.2,2.8,1.15,1.1,3.81,2.79,1.87
HSPB3,0,0.03,0,0,0.03,0,0
KCNAB1,0.67,0.17,0.12,0.18,0.13,0.15,0.81
MRPL1,18.26,25.83,21.33,29.28,18.4,16.52,29.28
SHE,0.35,0.02,0,0,0,0,0.48
NR0B1,0.5,19.71,0,0.03,0,0.02,0
PGM2,39.19,11.19,11.75,23.89,18.1,11.98,18.7
STK32A,0.12,0.82,0.03,0.08,0.02,0.72,0.15
IL1RAPL1,5.36,0.02,0,0.02,0,0.05,0.11
P2RY12,0.03,0,0,0,0.02,0,0
C22orf15,0.02,0,0.07,0.01,0.06,0.02,0
GUSBP12,0,0,0,0,0,0,0
OR5AU1,0,0.02,0,0,0,0,0
MINAR1,0.75,0.57,0.07,0.19,0.24,0.24,0.16
PDILT,0,0,0,0,0,0,0
UMOD,0,0,0,0,0,0,0
GP2,0.02,0,0.13,0,0.03,0,0
SLC33A1,13.62,15.56,14.16,10.16,16.38,16.78,25.29
SNUPN,29.3,21.79,8.04,40.52,3.33,6.9,22.82
CRADD,12.21,16.94,9.66,5.8,10.09,6.83,7.16
SIN3A,31.58,22.05,16.93,24.77,38.28,8.23,42.9
ARL13B,14.46,13.17,4.53,10.04,4.31,6.23,10.69
RNASE2,0.08,0,0.17,0,0,0.03,0.06
ELSPBP1,0,0.02,0,0,0,0,0
RNASE3,0,0,0,0,0.03,0,0
PTK2,54.03,82.37,46.26,131.32,67.96,66.58,123.22
RSPH10B2,0.03,0.05,0,0.09,0.04,0.11,0
PTAFR,0.27,0.53,0.41,0.54,1.25,0.65,6.17
PTPN9,19.14,24.26,8.96,16.52,13.87,5.21,29.11
RNASE6,0,0,0,0.1,0,0,1.81
NPR1,0.05,0.55,0.04,0,0.17,0.2,0.06
KCNK9,0.82,0.07,0.01,0.01,0.05,0,0.03
CXCL8,16.36,3.43,1.47,3.81,0.02,139.36,88.61
SCN9A,0.03,7.81,6.99,0.2,0.01,1.98,0.3
RASSF6,0.01,2.23,0.08,2.37,0.01,0.33,11.4
COL22A1,0.38,0.76,0,0,0.05,0,0.33
SDC2,43.33,0.2,363.67,0.24,18.08,56.65,2.15
CD52,0.41,0.18,0.16,3.99,0.29,0.07,2.18
MMGT1,14.05,19.86,4.92,13.94,15.72,13.06,17.16
SPRR1B,0,0,0,1.31,0.93,0,0.08
SPRR1A,0,0,0,0.4,0.27,0,0.49
OR4K14,0,0,0,0,0,0,0
OR4K15,0,0,0,0,0,0,0
TM2D2,19.93,61.47,36.6,13.35,27.27,32.77,31.34
HTRA4,0,0.03,0,0,0.04,0.03,0.18
PLEKHA2,1.62,3.97,4.06,1.65,1.89,7.36,16.66
CLIC4,114.34,54.4,41.14,32.68,50.19,39.61,61.36
SLC38A11,0,0.18,6.49,11.19,0.03,0.04,0
GPR183,0.03,0.01,0.01,0.07,0.02,0.01,0.05
CRCT1,0,0.5,0,0.06,0.04,0,0
CCDC8,0.04,0.03,0.01,0.04,0.01,0.01,0.09
METTL15,8.83,10.03,8.28,15.63,5.79,5.27,11.79
ZNF280A,0.37,2.09,0.73,0,0.04,0.02,0
MUC15,4.56,0,1.8,0.04,0.03,0.01,0
CT55,0.78,0.04,0.01,0.07,0.08,0,0
ZEB2,12.27,3.79,0.02,0.14,0.09,0.21,0.86
GJB1,12.49,0.08,93.58,41.05,0.11,0.03,1.27
PCBP1,278.29,245.62,306.56,199.17,231.1,117.46,233.35
HINT1,405.64,409.82,355.08,265.43,327.39,205.36,381.89
DTWD2,2.9,2.44,2.08,2.34,5.91,1.04,4.13
VPREB1,0,0,0,0,0,0,0.08
CLIC3,0,2.14,2.07,14.44,8.43,6.55,10.9
INO80E,99.98,62.31,40.69,51.51,55.09,31.01,41.9
BNC1,0.47,0.5,0.01,0,0.03,1.84,0.58
DFFB,4.59,2.18,3.72,9,3.19,6.72,2.93
NFU1,27.49,54.59,34.62,18.11,30.92,24.76,43.7
ANTXR1,23.49,158.12,8.45,0.04,0.29,24.76,7.5
GKN1,0.07,0.36,0,0,0,0,0.19
CKAP2L,26.46,15.91,9.52,7.25,6.65,16.41,18.86
C15orf40,27.04,22.78,19.71,28.9,27.26,10.38,44.14
RAMAC,37.7,42.27,22.45,30.34,43.98,13.63,35.86
PROKR1,0,0,0,0,0,0.04,0.05
APLF,0.2,1.1,0.37,0.04,0.01,0.41,2.23
BOLA2B,223.59,130.76,83.53,87.03,148.42,96.77,73.96
RGPD8,2.57,3.51,2.65,1,2.02,1.55,0.86
HIC2,2.64,1.1,9.77,1.86,1.62,0.78,14.81
LUZP1,20.47,16.17,6.21,13.23,3.93,7.55,11.13
HEXD,5.66,6.91,14.23,10.45,12.37,6.54,30.11
BCRP6,0,0,0,0,0.01,0,0
BCRP2,0.25,0.09,0.03,1.13,0.39,1.26,1.98
DRD5,0,0,0.01,0,0,0,0
BUB1,33.05,49.32,24.13,28.95,23.69,45.04,42.89
SPNS1,32.32,25.52,45.57,26.26,34.03,18.97,17.34
LRRC45,11.66,6.89,20.04,23.83,19.07,23.11,29.13
CHRNA5,6.38,42.49,3.63,16.81,22.48,8.8,27.7
MT1B,0,0,0,0,0,0,0.21
CENPX,85.41,134.72,76.65,146.78,175.67,174.74,106.92
AGPAT2,34.56,36.83,4.71,63.06,49.4,52.25,184.95
ASPSCR1,28.65,14.31,184.06,27.73,39.78,15.19,18.04
GP9,0,0,0,0,0,0,0
FASN,274.6,107.82,318.07,189.11,386.31,68.93,176.18
CNBP,337.18,311.77,262.76,342.19,321.98,165.79,338.47
MT1E,0.54,0.38,67.83,266.32,0.14,0.31,155.03
ACTRT2,0,0,0,0,0,0,0
DUS1L,59.61,59.36,90.79,103.71,86.08,71.16,94.43
GPS1,118.17,102.38,104.31,76.3,108.72,91.14,87.16
RFNG,12.19,10.21,50,14.32,13.71,19.33,22.47
DCXR,62.11,45.96,210.98,75.93,232.67,65.98,82.73
ZNF32,16.07,22.99,5.25,9.82,14.92,9.47,26.6
LDB2,0.35,0.01,0,0,0.07,0.27,0
RAC3,7.16,10.77,6.5,15.3,14.36,16.51,12.05
NRG4,2.59,4.71,1.61,1.88,3.06,0.82,7.64
LIMS1,25.26,56.51,57.21,21.29,27.67,18.59,40.48
TMEM266,0.28,0.07,0.19,0.52,0.51,0.04,0.36
NLGN1,2.67,0,0.01,0,0,0.05,0.06
TAPT1,8.51,9.53,6.26,6.84,5.5,4.24,8.94
PRYP3,0,0,0,0,0,0,0.37
UGP2,67.34,104.11,58.35,62.65,54.93,43.57,77.02
TAS2R1,0,0,0,0,0,0,0
LINGO1,0.41,1.63,0.08,0.3,1.13,0.07,0.55
PRY,0,0,0,0,0,0,0
RBMY1F,0,0,0,0,0,0,0
PRY2,0,0,0,0,0,0,0
RBMY1HP,0,0.09,0,0,0,0,0
HNRNPF,176.06,175.91,137.78,277.52,200.66,138.29,341.38
BTD,15.89,9.75,11,7.27,16.21,9.19,4.8
CSGALNACT2,8.63,13.28,4.7,2.32,6.78,5.54,9.79
TACR3,0.01,0,0,0,0.02,0,0
GSX1,0,0,0,0,0.01,0,0
TSPY14P,0,0,0,0,0,0,0
PCDH7,5.71,0.05,0.04,0.07,2.38,0.45,2.12
ROBO1,36.18,10.34,56.87,0.11,1.85,18.62,0.84
ONECUT1,0.15,0.02,5.15,0,0.99,0,0
AVEN,8.59,23.83,8.29,13.01,8.46,7.14,9.93
P2RY1,2.05,0.19,0.01,0.54,0.05,0.62,0.89
CTNND2,0.11,0.04,0.01,0.01,12.15,0.68,0.02
TRIM56,9.4,5.43,5.94,17.95,14.84,4.75,29.03
MUC17,0,0.01,0,0.17,0,0,0.01
AHSP,0,0,0,0,0,0,0
WNT10B,2.7,2.6,0.03,0.21,1.34,1.75,1.17
CALML6,0.27,0.05,0.02,0.02,1.17,0.54,0.55
REPS2,0.08,0.3,0.08,4.17,2.83,1.98,2.11
MUC3A,0,8.04,0.11,26.79,0.41,0.68,2.13
SYAP1,21.66,19.74,9.12,23.31,24.58,15.01,10.1
ITGAM,0.16,1.25,0.02,1.11,0.23,0.01,0
PYDC1,0,0,0,0,0,0,0
TPST1,11.28,7.68,16.06,0.42,4.44,8.07,4.61
TM4SF4,0.02,18.7,0.17,619.27,0.33,0.09,0.07
TOR1AIP2,33.28,15.18,8.77,10.84,10.25,5.16,14.28
S100G,0,0,0,0,0,0,0
TM4SF1,123.97,512.89,385.36,189.35,4.96,265.83,450.57
OTUD3,5.67,2.97,3.21,4.89,4.3,3.78,4.09
OTUD7A,0.09,0.1,0.13,0.12,0.42,0.05,0
GUSB,50.08,17.44,37.3,50.87,81.76,55.27,46.74
BRD3,10.97,7.07,14.8,17.3,10.48,2.91,17.69
KLF13,6.59,18.23,12.85,39.92,7.92,6.49,45.35
FRMPD4,0.43,0.11,0,0,0,0.05,0.01
ZFPM2,0.48,0.04,0.02,0.01,0.02,0.01,1.26
ZNF764,5.78,2.69,6.14,4.97,7.01,2.15,6.32
HSFY2,0,0,0,0,0,0,0
ZNF747,1.19,2.37,6.5,2.35,3.04,1.17,1.19
ZNF768,23.2,18.86,22.96,18.33,33.94,13.76,24.74
TAS1R3,0.24,0.12,0.08,0.23,0.27,0.76,1.17
TMEM42,12.82,6.52,5.56,6.92,4.32,4.77,12.61
MAP3K2,6.3,13.16,7.37,9.25,8.73,4.62,9.94
PUSL1,15.62,6.83,12.9,29.96,16.96,31.75,8.98
SF3B5,108.53,130.91,185.34,124.35,182.59,112.83,117.57
ZNF35,6.62,5.02,0.12,3.6,1.88,7.82,2.3
TIGD4,0.95,0.34,0.14,0.25,0.16,0.08,1.68
IFFO2,11.27,14.8,8.47,21.95,4.94,10.83,12.06
NLGN2,15.78,5.77,6.21,1.79,9.61,6.66,6.92
MYO7B,0.09,0.05,0.02,2.03,0,16.06,0.1
CHD3,50.41,49.94,5.4,35.19,126.13,37.12,64.54
TMEM154,0.47,0.04,0.02,0.03,2.08,1.07,3.89
MYRIP,0.07,0.01,0.41,0.04,0.07,0,0
ALCAM,8.79,49.07,24.48,4.19,13.91,138.07,79.65
YWHAG,147.37,160.71,74.36,144.34,120.71,67.57,145.51
UBE2E3,74.65,62.11,64.01,57.97,22.05,88.14,168.95
CNTROB,29.8,26.87,15.57,16.69,38.08,18.63,24.07
TRAPPC1,168.42,251.05,92.43,117.77,208.34,72.56,86.31
ZPLD1,0.04,0,0.01,0,0.02,0.09,0.71
KCNAB3,2.82,0.77,0.44,0.97,1.95,1.35,0.46
SERPINA9,0,0,0.12,0.02,0.14,0,0.06
FAM153A,0.29,0,0.02,0.1,0.2,0.08,0.03
GPR37L1,0.01,0.05,0.01,0.02,3.31,0.01,0.12
SIMC1,6.56,6.27,6.74,9.01,5.36,4.92,13.76
TMEM192,9.22,7.58,7.17,4.03,13.72,5.14,7.77
NSG2,0.01,0.13,0.08,0.02,0.07,0.05,0.11
SPDYE5,0.38,0.06,0.1,0.69,0.93,0.17,0.39
SERPINA6,1.53,0.28,142.64,1.11,0.05,0,0
ZNF778,14.54,3.58,2.11,3.78,14.02,4.6,4.32
NIPA1,10.05,16.89,9.1,11.95,12.09,18.02,17.94
FOXD4,0.17,0.31,0.15,0.22,0.22,0.63,0.51
GPR25,0,0,0,0,0.02,0,0
UBE2E1,95.93,116.69,43.17,67.48,62.02,98.24,81.08
HNRNPA3,225.92,297.68,382.47,294.25,290.37,237.45,365.73
SIK2,5.35,2.74,6.03,11.12,2.38,2.97,12.93
RNF150,1.97,0.7,0,0,1.06,0.13,0.32
CCDC144A,0.99,1.72,0.01,0.05,0.08,0.01,0.14
VGLL2,0.04,0,0,0,0,0,0
HOXD4,0.65,0.29,0.01,0,0,0.61,0.65
CHRNB1,9.9,5.54,11.64,5.03,4.81,3.88,6.91
HOXD12,0.22,0.02,0,0,0.01,0.01,0.75
GYPA,0,0.06,0.01,0,0,0,0
USP38,5.16,4.93,2.99,5.97,6.76,5.14,7.09
SLC16A5,18.69,8.83,1.32,61,0.46,0.52,38.86
NANP,6.4,7.75,10.51,6.19,6.43,5.6,2.42
ANKK1,0.14,0.11,0.02,0.01,0,0,1.38
ADRA1B,0.97,4.96,0,0,0.14,0.09,31.76
ADPRM,11.91,8.92,3.51,3.96,3.39,3.53,5.38
FABP6,11.49,1.27,0,3.35,5.02,0.11,16.03
PWWP2A,6.57,8.6,6.38,13.76,10.21,4.42,15.34
USP50,0,0,0.07,0,0.09,0,0
USP47,17.3,36,14.17,20.07,16.55,17.72,36.88
PDCD6IP,84.28,103.81,27.93,43.76,57.79,78.37,53.96
MRGPRX1,0,0,0,0,0,0,0
ZNF212,10.34,5.95,5.36,13.89,8.54,9.34,9.6
MRAP,0,0,0.28,0,0,0,0
FAM161A,4.22,10.68,2.66,0.99,2.12,2.49,5.09
ZNF282,19,9.08,12.25,19.15,12.95,10.89,15.38
GLB1,24.31,35.91,42.84,22.56,53.55,29.77,35.76
GON7,23.32,14.31,15.27,14.56,30.68,15.73,23.9
FAXDC2,7.82,0.56,23.05,4.89,1.79,0.15,0.93
CRTAP,123.6,158.13,66.68,11.01,37.68,142.31,46.32
HSPB2,0,0,0.01,0,0.02,0,0.06
C7orf33,0,0,0,0,0,0,0
CNGB3,0.01,0,0,0,0.01,0.01,0
SLN,0.04,3.52,0,0,0,0.17,0
ELP5,83.13,79.59,45.96,41.53,74.54,58.6,23.5
CMTM8,5.7,8.47,9.92,8.55,2.39,4.57,17.41
GABARAP,339.63,312.34,198.91,183.96,315.41,185.4,273.29
LGALS9B,0,0,0,0,0,0,2.44
STX8,39.49,66.27,29.39,19.79,57.57,23.43,49.05
CDK1,79.76,106.43,46.33,57.05,62.84,110.92,179.21
UBB,1744.4,2001.8,1491,858.77,2060.3,1249.3,1797
NFRKB,22.99,8.76,12.01,22.75,7.31,20.02,28.42
FABP4,0.12,0.15,0.2,0,0.1,4.93,1.06
FRMPD2,0,0.01,0.18,0.01,0.04,0,4.05
PRDM10,4.36,2.47,2.69,4.38,2.55,2.34,6.04
B3GNT2,8.94,21.95,15.7,12.21,11.35,8.94,25.07
FOS,63.94,1.9,1.36,105.42,166.49,2.98,396.05
TMED10,138.74,195.66,156.9,124,832.63,235.01,266.57
OR2A20P,0.03,0,0,0.71,0.03,0.94,0.25
SETMAR,10.06,8.27,6.82,7.69,10.39,9.76,10.43
SMAD1,6.78,8.57,8.21,7.14,5.27,3.32,10.7
CST5,0,0,0.17,0,0.03,0,0.06
CST2,0.34,0.41,0,0,0.03,0.09,0.32
EMX2,0.02,0,0,0,0,0,0
CST1,0.08,2.36,0.14,0.87,0.03,2.62,0.72
SP7,0.03,0.04,0,0,0.01,0.02,0
TCAF2,4.38,0.14,0.07,0.33,1,2.3,0.43
SEMA3E,0.67,1.37,0.05,2.7,0.64,0.99,0.08
LRRN2,0.03,3.69,0.02,0.04,0.71,1.66,1.24
SLC30A1,10.55,20.98,11.06,5.55,5.68,7.2,8.91
DCLK2,0.73,4.56,0,0.04,0.02,0.72,0.22
ZNF804A,1.03,0.01,0.02,0,0.03,0.67,0.07
GPRC5C,0.24,23.81,72.27,21.63,9.51,104.93,72.08
TMEM182,5,6.7,8.47,9.5,7.29,5.01,7.3
VSTM2A,0.01,0,0.03,0,0.12,0,0
KRT8,43.94,2670.3,590.89,4268.4,8765.1,284.08,3092.3
KRT78,0.01,0.07,0,0.01,0.01,0.01,0.87
ADORA2B,15.8,3.69,7.23,1.32,1.6,18.46,32.06
SDR9C7,0.01,0.1,0,0,0.02,0.01,0
MGMT,8.39,3.48,10.64,13.04,26.95,7.8,38.63
METTL7B,11.77,22.08,9.53,15.79,4.49,10.58,0.84
KRT86,1.21,36.6,0,0.24,1.95,30.99,1.89
HARS1,141.97,81.44,42.83,67.19,89.41,49.38,78.96
NFXL1,13.53,6.32,6.77,12.31,7.45,5.14,8.03
KRT75,0,0.01,0.01,0,0.01,2.2,0
DENND5B,5.66,15.68,5.79,11.17,1.75,2.29,0.49
CD14,0.59,1.05,7.5,1.67,2.11,0.28,4.87
DNAJC18,7.53,5.57,2.18,1.08,2.11,1.39,7.8
KRT6C,0.03,0,0,0,0.08,0.01,0
RIOX1,1.32,0.48,0.41,1.54,3.84,4.53,7.86
SPATA24,10,7.47,10.01,9.22,4.44,2.8,14.19
RALGAPB,20.57,14.13,10.67,17.39,14.45,12.68,21.25
PYM1,36.41,28.1,41.68,43.32,61.64,18.56,53.23
MZB1,0.29,0.09,0.17,1.36,0.55,0.47,1
KRT4,0.01,14.13,0.1,0.09,0.13,1.54,10.74
SLC23A1,0.17,1.4,7.93,1.68,0.21,0.12,0.03
KRT74,0,0,0,0,0.01,0,0
NPAS2,80.67,25.7,24.21,10.92,0.9,34.04,74.29
KRT72,0,0,0,0,0,0,0
KISS1,0.37,0.19,0.23,0.06,0.29,1.03,2.22
LONRF2,1.44,3.82,0.01,0.15,18.68,0.29,2.4
NUDT9,9.46,26.45,19.09,26.11,19.46,11.71,30.28
HSD17B13,0.02,0.07,0.09,0.07,0.02,0.02,0.38
PA2G4,499.71,331.37,209.07,316.7,316.14,190.29,209.91
COX7B2,24.39,0,0,0,0,0.81,0
ELOVL6,27.57,13.03,19.6,22.17,34.78,2.22,82.47
KRT83,0.07,1.36,0,0.03,0.96,2.94,0.06
PFKFB3,58.96,151.2,2.48,13.6,12.57,15.26,7.12
TMC7,2.26,8.43,1.37,4.71,1.39,4.3,7.49
ARL6IP1,187.66,266.62,215.01,137.94,174.96,125.68,263.81
SERPINB9,0.01,7.72,3.67,1.87,0.17,0.13,3.42
SMAGP,30.58,13.55,5.52,71.55,10.83,22.32,25.66
IRX1,0.64,0,0,0,0,0,0
CDH2,34.69,56.31,35.18,0.04,0.07,37.11,0.5
IRX2,0.03,0.24,0.02,7.5,18.76,2.59,0.04
EMB,15.41,8.37,0.08,0.08,18.87,3.18,46.1
SIX2,0.19,0.17,0,0.04,0.13,4.68,3.96
DLGAP1,0.8,0.2,0.01,0.09,0.01,0.02,0.19
STAT2,24.3,10.63,18.38,15.84,28.1,24.86,63.52
NUDCD2,46.47,27.35,34.75,33.8,41.22,46.2,40.27
IRF2BP1,20.25,7.45,10.98,19.59,13.51,5.2,5.69
OR9K2,0,0,0,0,0,0,0
HSPA4,105.79,122.17,46.22,54.74,54.14,36.3,104.71
FOXA3,0.16,0.63,17.91,8.07,0,0.01,0.15
FAM71B,0,0,0,0,0,0,0
SLC26A5,0,0,0.03,0,0.01,0.43,0
COMMD5,39.84,22.14,22.29,24.07,41.61,49.55,35.56
SGCD,1.16,6.13,0.01,0,0.05,0.03,0.08
GTSF1,188.57,0.34,0.16,0.04,0,0.06,0.14
DPY19L2P2,4.9,1.2,0.04,0.06,0.19,1.53,2.2
ZNF16,6.03,4.49,3.36,5.53,4.72,5.61,4.75
ARMC10,24.78,30.52,6.15,34.87,34.03,22.47,33.77
RNF34,40.14,35.98,25.7,22.04,33.85,28.17,31.39
ACYP2,6.06,4.2,18.26,9.86,12.18,3.67,15.98
TRABD,22.54,12.11,21.63,31.13,15.79,18.86,34.45
ATF7,15.53,20.68,9.5,17.53,18.48,8.17,14
RASA4B,1.73,0.37,0.68,5.62,6.38,4.07,1.45
SOCS6,13.9,28.3,12.22,8.85,4.11,10.16,11.65
CAVIN4,0.3,0.57,0.41,0.16,0.06,0.48,0.94
OR10A3,0.03,0,0,0,0,0.04,0.36
ZNF296,1.02,1.64,2.31,1.15,2.26,1.26,1.86
OR5E1P,0.06,0,0.05,0,0,0.03,1.2
HOXB9,11.83,4.49,0.04,114.5,0.03,1.85,14.44
TTLL6,0.71,1.84,0.05,0.41,0.01,0.32,1.27
POLH,10.22,7.49,6.8,4.79,8.7,4.65,78.69
SYT9,0,0.07,0,0,0,2.94,0.77
KCNS3,10.14,2.64,0.03,0.09,2.55,0.23,42.21
RBMXL2,0,0,0,0,0,0.01,0
KIF5B,53.98,86.52,43.58,45.53,49.87,32.76,55.83
GPR37,2.76,0.8,0.01,3.79,0.86,6.81,1.63
AKAP13,12.08,20.17,9.39,45.44,24.98,8,39.76
TPD52L3,0,0,0,0,0,0,0
CDCA4,29.19,18.48,23.78,16.34,23.48,35.7,53.11
OR10A4,0,0,0,0.18,0,0,0
SDR16C5,0.02,0.11,0,3.07,0.67,0.23,17.94
DYDC1,0,0,0,0,0,0,0.61
OR10A2,0,0,0,0.1,0,0,0
CHCHD7,48.77,21.63,36.9,74.65,49.11,8.45,101.75
HTRA3,0.99,3.11,0.08,0.03,0.01,1.64,1.62
FOXN2,13.16,13.48,9,9.19,5.42,4.28,12.44
LMOD2,0,0,0,0.01,0,0.01,0.02
BFSP2,0,0.09,0,0,0.73,0,0.14
FSHR,0,0,0,0,0,0,0
CELP,0,0,0.18,0,0.04,0,0
USP32,25.04,28.07,14.81,17.46,253.63,16.18,27.48
CEL,0.23,0.17,2.23,0.38,0.66,0.48,3.18
PPM1D,10.9,9.06,14.96,6.99,96.41,4.21,8.31
GPR27,0.03,0.81,0.02,0.02,6.74,0.02,4.15
PSG6,0.02,0.09,0,0,0,0.04,0
KBTBD2,25.87,19.52,12.52,21.95,20.49,13.01,35.48
RIOX2,25.48,43.57,16.17,32.13,11.22,19.97,21.1
TRIAP1,51.27,85.26,63.81,48.53,54.37,38.29,29.89
LILRP2,0,0,0,0,0,0,0
LSM3,26.51,19.01,13.94,18.37,32.9,32.45,18.67
KIAA0232,8.61,7.81,6.43,6.72,7.85,2.51,14.07
MTSS1,1.55,0.86,25.25,9.75,7.93,0.6,1.95
TMEM43,42.24,35.65,27.83,14.24,33.22,45.69,20.72
RNF139,18.02,22.91,14.91,31.56,46.3,29.02,28.6
RPS9,1863.9,1017.7,1632.7,2069.6,1420.3,944.07,994.12
PLA2G1B,0,0,0.49,0,0,0.05,0
CYTL1,1.95,0.02,0,0,0,0.11,0.38
TSEN34,43.31,58.7,50.15,90.22,75.09,48.17,32.34
TRH,0,0,0,0,0.34,0,0.02
GSTA4,9.49,10.42,24.39,10.94,1.59,11.84,1.97
MSANTD4,24.67,9.43,7.48,13.46,3.06,11.96,30.61
NDUFA3,86.28,93.95,63.32,206.51,224.82,224.02,111.43
OSCAR,0.19,0.23,0.78,0.1,0.25,0.25,0.02
PAQR8,2.62,0.33,28.06,1,0.18,0.99,8.15
NUDT6,8,6.86,4.04,3.39,5.13,6.79,6.56
TPT1-AS1,9.63,3.38,11.37,3.79,3.04,2.28,5.01
OR7G3,0,0,0,0,0,0,0
TANC2,18.49,13.96,0.03,1.46,46.45,6.8,12.07
OR7G2,0,0,0,0,0,0,0.21
TEX13B,0,0.02,0.02,0.03,0.02,0,0
PKHD1,0.07,0,0,0.07,0,0.15,0.02
OR1M1,0,0,0,0,0,0,0
NCBP2L,0,0,0,0,0.04,0,0
DNAJC24,16.8,12.8,5.25,12.57,6.72,6.81,12.3
MBD3L1,0,0,0,0,0.03,0,0
ZNF160,8.94,8.59,4.68,10.59,8.84,8.23,7.74
PGK2,0,0,0.01,0.04,0.06,0,0
OR8B12,0.06,0,0,0,0.02,0,0
ZNF415,0.97,0.06,0.07,0,0.01,0.92,0
CAVIN3,61.95,6.67,0,0.19,0.05,0.03,5.45
CEACAM3,0,0,0,0,0,0.04,0
DCDC1,0.08,3.82,0.05,0.13,0,0,0.02
HAS2,0.55,2.2,0,0.14,0.02,16.67,2.97
PDGFD,1.91,10.94,0.09,0.01,0.01,2.2,0.23
PLAC1,0.91,1.71,0.87,0.06,1.99,3.06,5.79
DDI1,0.03,0.01,0,0,0,0,0
LINC00208,0,0,0,0,0,0,0
S1PR1,0.28,0.03,0.01,0.01,0.01,4.71,0.11
HS6ST2,7.65,0.04,0.07,0.01,0.22,2.16,18.07
OR4D5,0,0,0,0,0,0,0
PYGO1,2.97,5.1,0.92,0,0.01,0.49,1.41
LRRC8E,3.37,3.92,9.24,6.61,6.51,14.03,4.8
PKIA,1.58,0.66,0.06,0,0.41,12.25,3.23
XKR6,0.92,0.05,0,1.25,0.37,0.04,0.09
TSNARE1,6.77,2.15,5.88,9.78,6.68,8.13,19.91
FPR2,0,0.01,0,0,0,0,0
FPR1,0,0,0,0.15,0,0.04,0.26
PATE1,0.02,0,0,0,0.02,0,0
OR13H1,0,0.02,0,0,0,0,0
FEZ2,32.95,78.7,23.5,20.46,19.36,69.22,33.09
SOX7,0.16,0.24,0.28,0.16,0.08,7.9,2.67
C8orf74,0,0,0,0,0,0,0
C11orf24,57.23,25.54,52.21,24.49,22.91,39.23,41.95
FAM86JP,3.12,2.43,0.93,3.7,3.72,3.82,6.4
ALK,0.43,0.12,0.07,0.01,0.01,0.11,0.02
KYAT1,5.66,7.02,7.31,4.21,2.51,3.26,19.45
MTM1,5.73,7.35,9.35,5.3,8.98,4.73,4.7
SIGLEC17P,0.41,0,0,0,0,0.02,0
OBP2B,0,0,0,0.05,0,0,0
TRMT61B,13.66,26.55,15.57,13,8.24,12.44,11.3
INSR,3.47,1.09,10.62,2.7,5.36,1.81,2.4
MFN1,19.03,23.78,10.25,20.77,20.51,19.99,27.91
GIMAP8,0,0,0,0,0,0.01,0
HSFX1,0.77,0,0.04,0,0,0.14,1.01
NRTN,1.05,0.12,2.08,0.03,0.36,0.82,0.42
KCNMB3,1.38,1.45,3.73,3.09,5.13,2.22,10.34
